Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCR38,3868.0,OUT045
NCR18,810.0,OUT017
NCU41,3180.0,OUT035
FDY56,3746.0,OUT017
DRJ51,3760.0,OUT035
FDK21,4108.0,OUT035
FDY25,2884.0,OUT013
FDU44,2804.0,OUT035
FDL43,1338.0,OUT049
FDF05,4258.0,OUT017
DRF15,516.0,OUT019
FDL20,1514.0,OUT018
FDV32,1110.0,OUT049
FDJ34,2080.0,OUT013
FDG08,2688.0,OUT045
FDQ04,-1204.0,OUT019
FDW13,962.0,OUT017
NCI17,1544.0,OUT013
FDY03,1760.0,OUT045
FDS12,2130.0,OUT017
FDJ55,3648.0,OUT013
DRK01,1692.0,OUT035
FDG28,4046.0,OUT017
FDY38,3620.0,OUT045
FDN01,2740.0,OUT045
NCR54,3088.0,OUT013
FDG29,760.0,OUT013
FDG24,1424.0,OUT013
FDG59,742.0,OUT017
FDM28,2868.0,OUT013
FDW04,2106.0,OUT046
FDS26,4124.0,OUT013
FDQ56,1412.0,OUT013
FDK51,4336.0,OUT035
FDL22,1486.0,OUT046
FDH19,4210.0,OUT027
FDY55,4072.0,OUT013
FDY03,1922.0,OUT017
FDK21,2050.0,OUT010
FDZ10,3474.0,OUT027
FDZ32,1434.0,OUT018
NCZ18,4108.0,OUT035
NCF07,3058.0,OUT027
DRE49,2538.0,OUT017
FDJ08,1100.0,OUT019
FDT39,2624.0,OUT035
FDE08,428.0,OUT010
NCD06,464.0,OUT018
FDB57,3720.0,OUT035
NCT54,1606.0,OUT049
DRF49,1752.0,OUT045
FDM25,4258.0,OUT027
FDF20,3092.0,OUT045
FDH27,2006.0,OUT018
FDV60,4590.0,OUT027
FDY59,1634.0,OUT049
FDK36,980.0,OUT035
NCM31,2230.0,OUT046
FDE33,1458.0,OUT017
FDU36,1610.0,OUT046
FDV13,2922.0,OUT027
FDV20,144.0,OUT019
NCQ54,2796.0,OUT035
FDO23,1220.0,OUT018
DRE60,3464.0,OUT045
DRP47,4034.0,OUT017
FDB21,3736.0,OUT045
FDR04,1308.0,OUT018
FDX23,1510.0,OUT046
FDX19,3868.0,OUT035
FDD40,3276.0,OUT035
FDA01,1018.0,OUT046
FDS33,1474.0,OUT046
FDM50,2490.0,OUT027
FDB29,1880.0,OUT013
FDF46,1792.0,OUT045
FDA33,2312.0,OUT045
FDC08,1706.0,OUT010
FDB53,2280.0,OUT045
FDY31,3794.0,OUT027
DRQ35,3402.0,OUT027
FDX36,3670.0,OUT049
DRD13,1130.0,OUT017
FDC52,2554.0,OUT017
FDB45,1766.0,OUT049
NCK19,1120.0,OUT010
FDV51,2660.0,OUT013
FDZ35,1624.0,OUT045
NCW17,3510.0,OUT027
FDV59,3372.0,OUT045
DRH39,1248.0,OUT013
FDN60,3966.0,OUT027
FDU55,4056.0,OUT045
FDN58,5142.0,OUT027
FDC41,-668.0,OUT019
FDO01,3570.0,OUT027
NCO43,1614.0,OUT046
FDQ07,3480.0,OUT045
FDF28,2122.0,OUT017
FDM01,1830.0,OUT017
FDY49,4118.0,OUT027
FDR24,1496.0,OUT013
NCY18,2780.0,OUT013
NCY30,2792.0,OUT045
FDJ22,1132.0,OUT019
DRI37,1058.0,OUT049
FDL27,1206.0,OUT049
NCO30,2970.0,OUT049
NCB07,3198.0,OUT049
FDX25,2598.0,OUT018
FDP59,1436.0,OUT018
FDR59,4088.0,OUT045
FDT27,3752.0,OUT013
DRI01,2758.0,OUT046
FDU09,1058.0,OUT049
FDH26,2306.0,OUT046
FDH27,2274.0,OUT046
FDN39,4130.0,OUT027
FDH40,1338.0,OUT046
FDJ56,3022.0,OUT027
DRN47,2554.0,OUT018
NCO17,1870.0,OUT046
FDX60,1268.0,OUT045
FDT22,1054.0,OUT049
FDX26,988.0,OUT019
FDG45,3364.0,OUT013
FDD44,4248.0,OUT035
FDS15,1898.0,OUT017
FDL51,3126.0,OUT018
FDL32,1906.0,OUT017
FDZ07,2482.0,OUT027
NCW53,1156.0,OUT019
NCA54,2776.0,OUT045
FDX09,2964.0,OUT035
FDO51,772.0,OUT013
FDW49,2552.0,OUT018
FDB27,3102.0,OUT046
FDF45,1032.0,OUT013
FDV02,2724.0,OUT013
FDY28,3596.0,OUT035
FDX31,5162.0,OUT027
FDR43,2078.0,OUT027
FDP51,1672.0,OUT018
FDL52,798.0,OUT017
FDR44,2122.0,OUT046
FDB34,1564.0,OUT035
FDC50,1716.0,OUT035
FDT57,1806.0,OUT010
FDP22,2366.0,OUT027
DRE49,2390.0,OUT046
FDM40,2266.0,OUT046
FDY32,2540.0,OUT045
FDW07,1458.0,OUT046
FDU02,1704.0,OUT019
NCF18,2940.0,OUT045
FDQ56,1474.0,OUT049
FDN58,3778.0,OUT049
FDG35,2806.0,OUT046
FDY34,2422.0,OUT018
NCE19,788.0,OUT045
NCK31,2280.0,OUT027
NCJ29,1320.0,OUT045
FDT59,3824.0,OUT035
NCX41,3318.0,OUT046
FDU45,3346.0,OUT027
FDW24,-1076.0,OUT019
FDF22,3474.0,OUT049
FDM60,726.0,OUT046
FDR02,1808.0,OUT013
DRP35,3450.0,OUT027
FDS48,2402.0,OUT046
NCZ42,1820.0,OUT010
FDZ38,2500.0,OUT018
FDH19,2790.0,OUT046
NCB55,934.0,OUT046
FDC15,2562.0,OUT017
FDF11,3996.0,OUT035
FDW35,-1176.0,OUT019
FDB44,3296.0,OUT045
NCC06,2126.0,OUT017
FDR04,-324.0,OUT010
FDB17,2824.0,OUT045
FDW43,3730.0,OUT049
FDA27,3810.0,OUT018
NCU41,3090.0,OUT049
FDY56,3726.0,OUT049
FDV39,2846.0,OUT018
FDN32,2630.0,OUT018
FDW07,1380.0,OUT045
FDZ27,812.0,OUT045
FDW23,-1268.0,OUT019
FDU01,2974.0,OUT046
FDF10,2494.0,OUT049
DRH03,-420.0,OUT019
FDW27,588.0,OUT019
DRI13,3468.0,OUT013
NCR05,3150.0,OUT046
FDB29,1832.0,OUT045
FDL51,3518.0,OUT049
FDB11,3568.0,OUT013
FDI35,2874.0,OUT046
FDX08,2890.0,OUT046
FDP59,1680.0,OUT045
NCJ18,1986.0,OUT049
FDJ41,3864.0,OUT018
FDU08,1800.0,OUT035
FDS09,-1040.0,OUT019
DRH15,784.0,OUT013
NCV17,2158.0,OUT017
NCO54,2374.0,OUT027
FDE24,2404.0,OUT035
FDH53,1414.0,OUT046
FDZ13,612.0,OUT018
FDW28,3052.0,OUT045
FDU46,1472.0,OUT013
NCE43,2828.0,OUT035
FDS26,5558.0,OUT027
FDB14,1534.0,OUT046
DRB48,2166.0,OUT027
NCC42,2244.0,OUT013
FDQ20,696.0,OUT013
FDA13,766.0,OUT017
FDZ15,1894.0,OUT046
NCV42,1882.0,OUT017
DRI51,2462.0,OUT018
FDO28,2084.0,OUT035
NCS54,2796.0,OUT013
FDH16,1554.0,OUT017
FDG24,1336.0,OUT045
FDR52,2808.0,OUT018
NCH06,3824.0,OUT045
FDA36,2888.0,OUT045
FDU56,4382.0,OUT027
FDT09,2266.0,OUT049
FDU25,946.0,OUT046
FDK41,1366.0,OUT046
NCT54,1636.0,OUT035
FDV51,692.0,OUT010
FDM24,2396.0,OUT045
NCO30,2856.0,OUT045
FDQ45,2976.0,OUT013
DRK59,3872.0,OUT035
FDW28,3118.0,OUT046
FDC02,2146.0,OUT010
FDR21,2932.0,OUT035
FDN48,2910.0,OUT027
FDT44,1824.0,OUT045
FDX14,-696.0,OUT019
FDH57,2146.0,OUT046
FDH28,-1240.0,OUT019
NCT41,484.0,OUT019
FDO11,5426.0,OUT027
NCP42,3190.0,OUT017
FDN09,1938.0,OUT010
FDP32,2220.0,OUT035
FDV57,2962.0,OUT049
FDW28,3136.0,OUT013
FDR56,4602.0,OUT027
FDA40,1612.0,OUT035
NCG42,1956.0,OUT045
NCK54,1974.0,OUT017
FDE16,3418.0,OUT049
FDB15,2208.0,OUT010
FDC40,1394.0,OUT017
FDE53,3178.0,OUT027
FDK24,462.0,OUT018
FDW31,2954.0,OUT018
NCX29,2378.0,OUT017
NCM07,1480.0,OUT035
DRN36,-364.0,OUT019
FDQ37,1120.0,OUT010
FDK43,2004.0,OUT045
FDK28,3806.0,OUT018
FDR43,564.0,OUT045
FDL48,884.0,OUT013
DRL23,1648.0,OUT045
NCX42,2532.0,OUT045
DRD37,500.0,OUT018
FDZ47,3098.0,OUT027
NCJ54,5086.0,OUT027
FDL52,744.0,OUT013
FDC15,530.0,OUT010
NCD19,-1004.0,OUT010
FDD08,700.0,OUT013
NCN18,1712.0,OUT045
FDY56,3610.0,OUT046
NCI29,1946.0,OUT018
NCE06,612.0,OUT019
FDC08,3738.0,OUT017
FDU52,2448.0,OUT045
FDN16,1756.0,OUT013
NCM55,976.0,OUT010
FDR49,-1120.0,OUT010
FDC15,2590.0,OUT049
FDB53,2490.0,OUT017
FDK44,2754.0,OUT046
FDA16,3680.0,OUT035
FDO19,2294.0,OUT027
FDO04,954.0,OUT046
NCL19,2456.0,OUT035
FDA44,-1018.0,OUT010
FDR60,1378.0,OUT017
FDV37,4590.0,OUT027
FDG53,2248.0,OUT013
DRG01,1396.0,OUT035
FDB38,704.0,OUT019
FDI27,886.0,OUT049
FDD29,2070.0,OUT010
NCR41,1488.0,OUT045
FDW44,2870.0,OUT049
FDU21,796.0,OUT035
FDI14,2230.0,OUT046
FDW50,772.0,OUT019
FDN39,2714.0,OUT046
FDT31,3142.0,OUT017
FDJ14,1434.0,OUT017
NCQ43,3158.0,OUT027
FDZ22,2834.0,OUT027
FDU38,3178.0,OUT017
FDS32,2212.0,OUT045
DRH13,1430.0,OUT018
DRF03,-1254.0,OUT010
FDJ20,2106.0,OUT049
FDE22,624.0,OUT019
FDX22,3552.0,OUT035
DRM11,4112.0,OUT013
FDL58,4160.0,OUT045
FDL25,1634.0,OUT049
FDD40,3222.0,OUT049
FDT08,2320.0,OUT045
FDO22,1486.0,OUT017
NCM41,1196.0,OUT018
FDJ21,2320.0,OUT045
FDC53,1346.0,OUT018
DRK35,-1300.0,OUT019
FDQ09,1578.0,OUT018
DRB48,690.0,OUT046
DRE25,1632.0,OUT035
FDL08,3916.0,OUT013
NCV42,1854.0,OUT049
FDW03,1846.0,OUT049
FDL25,1626.0,OUT017
FDC17,3090.0,OUT018
FDK44,2716.0,OUT045
FDE34,2894.0,OUT046
FDP10,1828.0,OUT035
FDZ22,1308.0,OUT045
NCK19,3044.0,OUT013
FDO44,3202.0,OUT027
NCU41,2974.0,OUT046
NCF31,2344.0,OUT045
FDG14,2582.0,OUT017
NCH30,1972.0,OUT035
FDR36,740.0,OUT013
NCJ30,2638.0,OUT046
FDR08,1716.0,OUT045
FDU04,1700.0,OUT018
NCQ50,3438.0,OUT017
FDL46,3342.0,OUT027
DRK37,2990.0,OUT046
FDK48,1258.0,OUT046
FDV58,3058.0,OUT046
FDN27,1568.0,OUT018
FDZ52,1906.0,OUT049
NCF42,2738.0,OUT046
FDQ48,1788.0,OUT035
FDW49,2780.0,OUT045
FDR58,1636.0,OUT035
NCE07,2394.0,OUT017
FDK14,1366.0,OUT046
FDC11,2862.0,OUT027
FDL22,1416.0,OUT045
NCQ41,3120.0,OUT013
FDX46,1016.0,OUT013
FDC35,3208.0,OUT045
FDH45,916.0,OUT035
FDX33,2698.0,OUT017
DRJ35,1008.0,OUT013
FDC40,1360.0,OUT013
FDO19,792.0,OUT045
FDP13,798.0,OUT049
FDP24,2018.0,OUT049
NCQ42,1744.0,OUT018
FDY59,1232.0,OUT018
FDU14,3872.0,OUT045
FDB21,3948.0,OUT035
FDT32,2752.0,OUT018
FDK20,2130.0,OUT049
FDX09,4226.0,OUT027
FDM01,1852.0,OUT035
DRI37,2398.0,OUT027
FDL20,1732.0,OUT045
FDU13,2068.0,OUT018
FDE05,464.0,OUT019
FDE58,1928.0,OUT013
FDT32,4502.0,OUT027
FDZ01,-222.0,OUT010
FDM08,3594.0,OUT046
FDS58,2604.0,OUT013
FDZ26,3790.0,OUT046
FDC46,4350.0,OUT027
FDY51,3212.0,OUT018
FDL34,2386.0,OUT017
DRG39,574.0,OUT018
NCG43,1210.0,OUT018
FDT01,3304.0,OUT045
NCR38,4066.0,OUT017
DRF01,2414.0,OUT049
FDF53,3084.0,OUT035
FDS45,1776.0,OUT013
FDR20,930.0,OUT017
FDY07,-1134.0,OUT010
FDD38,1648.0,OUT045
DRF15,2180.0,OUT018
FDH32,1534.0,OUT046
NCJ42,1638.0,OUT046
FDB56,2740.0,OUT018
FDD03,3418.0,OUT018
NCL18,3060.0,OUT013
FDW22,3674.0,OUT049
FDE32,804.0,OUT035
FDA34,4230.0,OUT027
FDJ08,3146.0,OUT017
FDG38,1424.0,OUT013
FDD29,3730.0,OUT018
NCE31,588.0,OUT013
FDS19,1320.0,OUT013
FDU11,1952.0,OUT013
FDL02,1822.0,OUT049
FDO51,2226.0,OUT027
DRK23,3718.0,OUT018
FDO27,1282.0,OUT018
FDB16,1550.0,OUT049
FDA44,1030.0,OUT017
NCB18,1148.0,OUT018
NCL53,2766.0,OUT046
FDR16,3150.0,OUT018
NCQ05,2416.0,OUT013
FDF44,1880.0,OUT018
FDU50,1994.0,OUT017
FDG20,922.0,OUT010
FDD58,1772.0,OUT035
FDT01,3498.0,OUT017
FDK15,1682.0,OUT049
FDJ08,3094.0,OUT049
FDS10,4346.0,OUT027
FDJ55,3734.0,OUT049
FDU32,58.0,OUT010
FDG09,3148.0,OUT035
FDE39,1888.0,OUT045
FDU56,2980.0,OUT013
NCH55,1956.0,OUT045
FDX33,4018.0,OUT027
FDR24,1404.0,OUT045
FDC33,4618.0,OUT027
NCV54,3302.0,OUT027
NCQ02,2976.0,OUT013
NCU17,1706.0,OUT049
NCZ06,2088.0,OUT019
FDV37,3356.0,OUT035
DRH25,2282.0,OUT027
NCI43,916.0,OUT035
NCQ53,3838.0,OUT017
NCT18,3020.0,OUT035
FDF14,2542.0,OUT049
FDM14,1730.0,OUT046
FDX57,-282.0,OUT010
NCV05,2422.0,OUT046
FDX39,3432.0,OUT013
FDA23,1630.0,OUT046
NCV06,3054.0,OUT046
NCE31,512.0,OUT045
DRI39,-1026.0,OUT010
FDH21,2654.0,OUT049
FDR26,2794.0,OUT046
FDA14,444.0,OUT019
FDG21,2128.0,OUT018
NCQ38,1390.0,OUT018
FDN20,2662.0,OUT046
NCN29,934.0,OUT017
FDI28,1006.0,OUT018
FDA03,3834.0,OUT027
FDZ28,2074.0,OUT046
FDO52,4222.0,OUT027
FDU10,810.0,OUT017
FDP13,2178.0,OUT027
FDV02,4166.0,OUT027
FDS28,1082.0,OUT049
FDW49,2850.0,OUT046
FDP33,4014.0,OUT046
FDJ03,792.0,OUT045
FDQ51,840.0,OUT013
DRK23,4090.0,OUT049
FDU11,1860.0,OUT045
NCK06,2116.0,OUT035
FDY09,2886.0,OUT017
NCY18,2900.0,OUT035
FDA10,2034.0,OUT049
FDO34,2754.0,OUT017
FDE38,4070.0,OUT027
FDF40,4078.0,OUT017
FDY02,4330.0,OUT017
FDS03,-820.0,OUT019
FDB59,3162.0,OUT046
NCQ42,2118.0,OUT049
FDO15,1330.0,OUT049
DRN47,906.0,OUT010
FDA03,2500.0,OUT035
FDA01,1172.0,OUT035
FDB38,2574.0,OUT046
FDT59,3766.0,OUT017
FDG08,2892.0,OUT035
FDV56,3210.0,OUT027
FDY26,3390.0,OUT046
DRE13,1580.0,OUT035
FDE51,762.0,OUT046
FDL40,1480.0,OUT045
FDD50,2654.0,OUT046
FDC04,5274.0,OUT027
FDN15,352.0,OUT010
FDC46,2916.0,OUT013
FDV56,1808.0,OUT013
FDK43,1788.0,OUT018
NCR29,828.0,OUT045
FDY03,1830.0,OUT046
FDU44,2750.0,OUT049
FDZ04,1052.0,OUT013
FDU16,1474.0,OUT049
FDV07,1728.0,OUT045
NCL19,2304.0,OUT013
FDW01,3894.0,OUT027
FDC10,3418.0,OUT027
DRC12,3098.0,OUT017
DRK39,1356.0,OUT013
FDG24,2786.0,OUT027
FDO04,2346.0,OUT027
DRB25,1856.0,OUT035
FDK26,3144.0,OUT035
FDM52,2296.0,OUT045
FDY07,716.0,OUT045
NCO06,260.0,OUT018
FDO10,904.0,OUT045
FDK34,3828.0,OUT013
FDS33,2886.0,OUT027
FDO45,1424.0,OUT045
FDF08,1494.0,OUT046
FDH58,1796.0,OUT045
FDS03,-886.0,OUT010
DRF03,808.0,OUT035
FDE02,1536.0,OUT013
NCZ06,3972.0,OUT013
FDW49,2942.0,OUT049
FDR23,2886.0,OUT017
NCJ29,2810.0,OUT027
FDY35,780.0,OUT045
FDZ01,3158.0,OUT027
FDX19,3678.0,OUT046
FDG44,618.0,OUT018
FDQ23,1796.0,OUT035
FDY22,2426.0,OUT017
NCN41,2004.0,OUT013
FDA47,2564.0,OUT045
NCD19,832.0,OUT045
FDO36,4318.0,OUT027
FDH20,1612.0,OUT013
FDN12,3266.0,OUT027
NCJ30,2418.0,OUT018
FDB09,2122.0,OUT049
FDA09,2824.0,OUT045
FDL24,4238.0,OUT027
FDP03,2216.0,OUT035
FDR58,2982.0,OUT027
FDO13,2672.0,OUT013
DRD49,3908.0,OUT035
NCF42,2908.0,OUT035
DRK35,764.0,OUT035
FDR58,1528.0,OUT013
FDQ15,2822.0,OUT027
NCP50,1316.0,OUT013
FDV45,2962.0,OUT046
DRP35,2150.0,OUT049
FDN23,2492.0,OUT035
FDS44,3894.0,OUT049
NCI54,1484.0,OUT018
FDH40,2778.0,OUT027
FDF46,1980.0,OUT035
FDA21,2656.0,OUT018
FDI41,456.0,OUT019
FDE35,-902.0,OUT010
DRJ24,2960.0,OUT013
NCK17,2132.0,OUT027
FDA15,3904.0,OUT045
FDD36,3346.0,OUT027
DRD60,968.0,OUT019
FDA46,3116.0,OUT013
NCO54,868.0,OUT045
FDL48,-1104.0,OUT010
NCM19,3226.0,OUT027
FDS31,2978.0,OUT049
FDV12,1776.0,OUT035
FDQ31,1616.0,OUT035
FDK55,-440.0,OUT019
DRG15,1066.0,OUT049
NCR17,1570.0,OUT018
FDV01,3954.0,OUT027
FDT21,3658.0,OUT018
FDT10,990.0,OUT046
FDL56,-532.0,OUT019
FDS49,1414.0,OUT017
FDT32,1124.0,OUT019
NCX42,2632.0,OUT013
FDX26,986.0,OUT010
FDN02,3328.0,OUT013
FDJ40,3242.0,OUT027
FDU13,384.0,OUT019
DRE27,1530.0,OUT046
FDS27,3340.0,OUT035
FDU44,4070.0,OUT027
DRM59,548.0,OUT019
FDT08,2502.0,OUT049
FDL46,2002.0,OUT017
NCV30,-936.0,OUT010
FDP51,1954.0,OUT046
FDA51,1852.0,OUT013
FDM46,1456.0,OUT045
FDK02,2002.0,OUT017
FDJ57,3144.0,OUT035
FDJ45,2030.0,OUT027
NCB31,4210.0,OUT017
FDJ03,888.0,OUT013
FDT50,1608.0,OUT013
NCY41,698.0,OUT049
FDJ60,2576.0,OUT045
FDZ35,1702.0,OUT046
FDS21,790.0,OUT018
FDM52,2358.0,OUT046
FDQ08,2534.0,OUT027
FDQ56,1548.0,OUT035
FDS47,1534.0,OUT049
DRM48,572.0,OUT045
FDW46,1230.0,OUT017
FDW27,2204.0,OUT018
NCQ05,456.0,OUT010
FDU40,1128.0,OUT010
DRE12,3246.0,OUT027
FDX35,3644.0,OUT013
FDD51,846.0,OUT049
FDY27,2566.0,OUT018
NCN06,2546.0,OUT046
FDR57,2688.0,OUT035
FDL32,1898.0,OUT049
FDW46,844.0,OUT018
NCO17,3374.0,OUT027
FDR19,2364.0,OUT013
FDJ33,2154.0,OUT017
FDB15,4138.0,OUT046
FDA52,2800.0,OUT045
FDZ08,2846.0,OUT027
FDR27,2254.0,OUT017
NCK42,3430.0,OUT046
FDZ12,420.0,OUT019
FDM60,470.0,OUT018
NCI31,288.0,OUT018
FDX39,3470.0,OUT049
NCV05,2538.0,OUT017
FDX16,2374.0,OUT046
DRK12,-1362.0,OUT010
NCA05,2426.0,OUT017
DRG51,698.0,OUT010
NCR30,904.0,OUT018
NCE31,522.0,OUT046
FDM56,-116.0,OUT019
FDP24,1936.0,OUT013
DRM37,1164.0,OUT010
FDN56,2340.0,OUT013
DRE60,3622.0,OUT049
FDW49,960.0,OUT019
FDM20,3858.0,OUT046
FDK15,-328.0,OUT019
FDK48,1306.0,OUT049
FDO49,-1020.0,OUT019
FDC09,1416.0,OUT018
NCZ41,2016.0,OUT013
FDP19,2030.0,OUT046
FDQ24,2048.0,OUT019
DRL11,2464.0,OUT045
FDO36,2980.0,OUT035
FDN52,2886.0,OUT027
FDF21,1110.0,OUT010
FDU40,3084.0,OUT013
