Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDV34,1128.3256730382411,OUT046
FDS59,1691.9708894535295,OUT049
NCW17,2010.368656737121,OUT017
NCK54,1949.368813727317,OUT046
FDG17,1831.1415367556515,OUT019
FDG35,2893.0222417702767,OUT017
FDD08,-1023.6252724125875,OUT010
NCO07,3503.043843165333,OUT017
FDJ10,200.94607840461555,OUT010
FDW36,1611.4917511851475,OUT017
FDW21,-265.4489076971112,OUT010
FDY19,1956.8615120425052,OUT017
DRE03,755.8614137633333,OUT013
NCC55,755.8614137633333,OUT049
FDH52,-1023.6252724125875,OUT010
FDO09,4008.567616015756,OUT017
FDU43,3939.303287154267,OUT045
FDX09,1012.7397630096358,OUT010
FDH40,-479.1678332510349,OUT019
FDW58,1617.5414044718468,OUT017
FDC47,3531.861301940161,OUT017
NCR41,1581.2416465199278,OUT035
DRG49,4006.4700369286675,OUT035
FDC52,4016.837041946903,OUT027
FDY13,1128.3256730382411,OUT046
FDY35,755.8614137633333,OUT013
FDI35,2959.132260675009,OUT017
NCU18,2113.846028935008,OUT049
FDY33,2510.0239156726147,OUT018
FDC15,4035.901904530318,OUT027
FDU01,2959.132260675009,OUT049
NCU42,2773.405790093207,OUT046
NCV29,2933.3646309084324,OUT018
NCY30,2959.132260675009,OUT017
FDQ46,1886.5807556020416,OUT049
FDG58,4020.1065606543857,OUT027
FDK33,3514.292226694405,OUT017
NCD07,1937.8280332934717,OUT045
NCX29,3815.202121831572,OUT027
NCT42,2470.6113196728425,OUT013
DRN59,755.8614137633333,OUT035
FDI44,1216.5828614112477,OUT035
FDA45,2933.3646309084324,OUT049
FDP31,1104.6805988056894,OUT045
FDY01,1935.7555561904064,OUT046
FDT09,2087.1930572717483,OUT018
DRH03,3179.8185315595324,OUT027
FDA36,2959.132260675009,OUT018
NCF31,2496.052386159741,OUT017
FDG14,2480.366829956693,OUT049
FDG28,4752.199309969541,OUT027
FDU14,4008.567616015756,OUT049
FDY47,92.84047158780362,OUT019
FDI56,1577.1894834505306,OUT049
DRD01,962.317152840556,OUT013
FDM22,897.2680763238749,OUT046
FDH33,755.8614137633333,OUT013
DRZ24,1966.1055492608982,OUT013
NCQ38,1638.9378183378874,OUT046
FDO16,3084.782862114961,OUT027
FDU07,3979.850148755749,OUT027
NCB07,2959.132260675009,OUT013
FDU48,2076.293695816155,OUT045
NCM43,2511.9909549282993,OUT045
FDR31,470.95654891626464,OUT010
DRK49,755.8614137633333,OUT018
NCI30,1831.1415367556515,OUT010
DRD60,2959.132260675009,OUT017
NCG19,3706.827308266983,OUT046
FDH12,1625.1832650838617,OUT035
FDM32,1579.1204493235464,OUT035
FDM27,2502.4391910557733,OUT035
NCU53,4059.3525140824286,OUT027
NCQ18,1583.4038062921713,OUT046
FDS10,2939.5154792447456,OUT013
FDB33,4035.901904530318,OUT027
FDI12,1563.3914983777422,OUT013
NCW42,4075.5500197452247,OUT013
NCC06,2010.368656737121,OUT018
FDW02,2010.368656737121,OUT017
NCD43,1617.5414044718468,OUT017
FDM57,1513.841945180005,OUT018
FDA58,3721.127470310116,OUT017
FDK56,2959.132260675009,OUT046
FDP52,3534.5832824985946,OUT045
FDW20,1999.075804496742,OUT018
FDS52,1583.4038062921713,OUT049
NCT29,1988.3096480298043,OUT018
NCL54,2927.5487016988627,OUT013
FDC05,2972.0721318898823,OUT045
FDF34,2966.9151432355557,OUT035
FDP03,3237.5132701541943,OUT027
FDD32,-479.1678332510349,OUT010
FDZ10,2010.368656737121,OUT045
FDZ40,895.5153865830907,OUT035
FDD51,755.8614137633333,OUT018
NCY30,1026.8871332455728,OUT019
FDP58,3531.861301940161,OUT017
FDV49,4008.567616015756,OUT017
FDY24,-1023.6252724125875,OUT019
NCO55,1661.4201170819545,OUT017
FDR13,1946.9769459161878,OUT017
FDS51,1069.273772769939,OUT017
FDP26,1617.5414044718468,OUT045
NCB54,3240.8698827302596,OUT027
FDF32,2972.0721318898823,OUT017
FDN31,2959.132260675009,OUT018
DRM48,755.8614137633333,OUT017
FDN20,2773.405790093207,OUT049
DRL01,3534.5832824985946,OUT046
FDV56,1661.4201170819545,OUT049
DRH13,3179.8185315595324,OUT027
FDA03,2424.7512280230817,OUT017
FDF47,4678.408159348235,OUT027
FDX32,2441.429801387688,OUT046
FDX57,1581.2416465199278,OUT049
NCA30,2959.132260675009,OUT045
FDO49,763.329798284231,OUT013
FDL04,-265.4489076971112,OUT019
DRM48,755.8614137633333,OUT035
FDR16,4017.1528831589426,OUT013
NCC19,2959.132260675009,OUT018
NCE42,3716.508348451819,OUT045
FDY24,899.1769622156611,OUT017
FDH19,2918.953888554356,OUT049
FDJ46,2895.461534859949,OUT013
FDN45,1831.1415367556515,OUT010
FDY08,2105.958533962548,OUT035
FDZ37,1567.0011013483734,OUT035
NCT30,755.8614137633333,OUT045
DRY23,755.8614137633333,OUT018
NCZ30,1990.746073046161,OUT018
FDC44,1888.8072867408382,OUT018
FDB45,1617.5414044718468,OUT035
FDY04,2511.9909549282993,OUT013
FDM27,2510.0239156726147,OUT046
FDZ43,3967.5809799206927,OUT017
FDT39,567.7980955958285,OUT019
NCC06,43.34328242293968,OUT019
FDL15,4020.1065606543857,OUT027
FDL57,4008.567616015756,OUT017
FDU08,1583.4038062921713,OUT046
FDK40,4008.567616015756,OUT017
FDQ12,1831.1415367556515,OUT010
FDS48,2477.9418028707987,OUT017
FDP09,3506.0625005936513,OUT045
FDW21,1583.4038062921713,OUT049
FDY25,2959.132260675009,OUT035
DRE13,1539.2803050951468,OUT017
FDV43,-1023.6252724125875,OUT019
FDD22,1824.329359042339,OUT045
FDM46,-285.18772111719613,OUT019
NCO30,1026.8871332455728,OUT010
FDM25,2895.461534859949,OUT046
NCN41,1999.075804496742,OUT049
FDU24,1579.1204493235464,OUT045
FDZ50,2959.132260675009,OUT046
FDP45,4324.82037233387,OUT013
NCM54,2010.368656737121,OUT045
FDW10,1012.7397630096358,OUT019
FDP20,2010.368656737121,OUT017
FDK32,2477.9418028707987,OUT046
FDN52,1573.3762057257304,OUT049
FDM58,1784.023386555661,OUT045
FDZ46,3195.77567429903,OUT027
NCA18,1949.368813727317,OUT018
FDD35,1990.746073046161,OUT046
NCK31,763.329798284231,OUT035
FDI40,3179.8185315595324,OUT027
FDT50,-265.4489076971112,OUT019
NCT06,2511.9909549282993,OUT046
FDT31,2959.132260675009,OUT035
FDT45,892.0520977890375,OUT049
FDT13,2959.132260675009,OUT045
FDO50,1579.1204493235464,OUT045
NCU18,180.86949301426662,OUT010
NCR54,2959.132260675009,OUT049
NCO18,2933.3646309084324,OUT018
FDU09,935.995314094278,OUT045
FDT13,2959.132260675009,OUT018
FDE09,1886.5807556020416,OUT046
NCK53,-265.4489076971112,OUT019
FDG45,3514.292226694405,OUT049
DRH15,755.8614137633333,OUT035
FDO21,1831.1415367556515,OUT019
FDD14,4305.299031659011,OUT027
FDC09,1590.9644971223943,OUT046
FDH45,2323.6659766741236,OUT027
FDV32,1104.6805988056894,OUT046
FDG12,1985.660844120194,OUT035
FDS32,2105.958533962548,OUT013
NCL55,4008.567616015756,OUT018
DRE01,4006.4700369286675,OUT035
DRE15,1148.008011132986,OUT049
NCL42,4008.567616015756,OUT045
FDP31,1102.0643029163286,OUT013
FDN33,1579.1204493235464,OUT018
FDZ59,2511.9909549282993,OUT046
FDE45,1026.8871332455728,OUT010
FDJ07,1966.1055492608982,OUT013
FDQ45,2959.132260675009,OUT018
FDM33,4678.408159348235,OUT027
FDO15,-1023.6252724125875,OUT010
FDM46,1579.1204493235464,OUT013
FDR03,3235.83648184289,OUT045
FDY49,2529.0319158295697,OUT018
FDQ60,1985.660844120194,OUT045
FDW10,2918.953888554356,OUT049
FDO51,755.8614137633333,OUT049
FDJ40,1687.9643595227162,OUT018
FDS20,2959.132260675009,OUT018
FDU45,1886.5807556020416,OUT013
FDV02,2773.405790093207,OUT035
FDN09,3988.8858152576895,OUT046
NCM55,4305.299031659011,OUT027
FDN23,2383.8981904403713,OUT018
FDY31,496.1072574251827,OUT010
FDW03,-263.56090394828266,OUT010
FDD14,2959.132260675009,OUT046
FDV23,2010.368656737121,OUT017
DRI03,2918.953888554356,OUT045
FDN13,1583.4038062921713,OUT035
FDF45,2323.6659766741236,OUT027
FDU46,1573.3762057257304,OUT035
FDB57,3531.861301940161,OUT049
FDV12,1583.4038062921713,OUT049
FDQ58,2477.9418028707987,OUT013
NCA18,1937.8280332934717,OUT017
FDH52,1062.8806721909089,OUT049
FDM24,2470.6113196728425,OUT018
NCP43,4305.299031659011,OUT027
NCO18,1014.9340019393511,OUT019
FDM32,1579.1204493235464,OUT017
NCL07,755.8614137633333,OUT017
FDK03,4324.82037233387,OUT013
FDP59,1589.007903867861,OUT017
FDQ24,4008.567616015756,OUT049
FDQ16,1696.1629401857092,OUT018
FDU44,2511.9909549282993,OUT013
FDH28,-1023.6252724125875,OUT010
FDV28,-1023.6252724125875,OUT019
FDM22,893.7396398568735,OUT045
FDR56,2959.132260675009,OUT046
FDV39,2966.9151432355557,OUT049
FDU37,-640.7103896247321,OUT019
FDQ11,1831.1415367556515,OUT010
FDX02,3531.861301940161,OUT045
NCS42,1579.1204493235464,OUT018
FDY57,3179.8185315595324,OUT027
FDB21,3988.8858152576895,OUT049
FDE28,3534.5832824985946,OUT017
FDQ55,1888.8072867408382,OUT017
FDA48,3531.861301940161,OUT049
FDZ19,2912.6321095554863,OUT045
NCC43,4008.567616015756,OUT045
NCV18,1478.158366953922,OUT046
NCA42,2510.0239156726147,OUT018
FDY45,4008.567616015756,OUT046
NCC30,2939.5154792447456,OUT045
FDM57,1526.1195608207775,OUT013
FDL09,611.6230050950098,OUT010
FDB09,3237.5132701541943,OUT027
FDT44,1985.660844120194,OUT035
NCT06,4054.399726741218,OUT027
FDX26,2959.132260675009,OUT049
FDK32,2496.052386159741,OUT013
DRA12,2147.3335363502397,OUT046
FDO46,1026.8871332455728,OUT010
FDE52,1567.0011013483734,OUT013
NCH42,3534.5832824985946,OUT045
FDV08,755.8614137633333,OUT035
FDB47,3503.043843165333,OUT018
FDC28,-137.10414463792193,OUT010
FDD22,1908.7349392207427,OUT046
FDS07,3215.323697222777,OUT027
DRI13,3531.861301940161,OUT045
FDG32,3531.861301940161,OUT018
FDU14,4008.567616015756,OUT017
FDD28,-1023.6252724125875,OUT019
NCP41,1696.1629401857092,OUT017
FDS08,2918.953888554356,OUT049
FDX47,2504.1722132423943,OUT045
FDC53,-265.4489076971112,OUT019
FDQ19,3967.5809799206927,OUT035
FDL14,2498.1177286511106,OUT045
FDM33,1831.1415367556515,OUT019
FDA51,1888.8072867408382,OUT045
FDZ27,755.8614137633333,OUT018
FDT04,755.8614137633333,OUT046
DRC13,2004.4910467823775,OUT049
FDR16,4678.03431007467,OUT027
FDQ03,4726.548626817726,OUT027
FDE38,2557.2875470280433,OUT035
DRH23,2323.6659766741236,OUT027
FDT11,1026.8871332455728,OUT019
FDD09,2939.5154792447456,OUT035
FDR40,1478.158366953922,OUT045
FDX07,2959.132260675009,OUT017
FDR07,1581.2416465199278,OUT035
FDA51,1921.707715289629,OUT017
FDT59,1831.1415367556515,OUT019
FDF20,2959.132260675009,OUT017
FDR13,1933.468600559891,OUT045
FDY26,3503.043843165333,OUT049
FDW04,2018.5332552678121,OUT017
FDK52,3531.861301940161,OUT017
FDN60,2504.1722132423943,OUT049
FDM09,756.5653093998367,OUT019
FDP46,1573.3762057257304,OUT049
FDB50,-766.6572639974694,OUT019
NCQ29,4008.567616015756,OUT049
FDP16,4752.199309969541,OUT027
FDX33,2511.9909549282993,OUT018
FDP07,1026.8871332455728,OUT010
FDN22,4008.567616015756,OUT046
FDF39,4008.567616015756,OUT049
FDS21,1062.8806721909089,OUT017
NCM42,1661.4201170819545,OUT013
FDK50,609.2682204060146,OUT019
DRF13,3940.562547761404,OUT027
FDH35,2511.9909549282993,OUT018
FDP60,1583.4038062921713,OUT018
DRJ49,3262.4110341789433,OUT027
NCT42,560.5643978639015,OUT019
FDE38,2557.2875470280433,OUT049
FDI04,2977.8194552719046,OUT049
NCH54,2504.1722132423943,OUT045
FDT56,986.2180089838097,OUT049
DRD15,3534.5832824985946,OUT018
FDV58,2959.132260675009,OUT013
FDP21,2959.132260675009,OUT049
FDH05,4081.886515267682,OUT013
FDR10,4049.209412443894,OUT027
NCP06,2470.6113196728425,OUT045
FDF33,1638.9378183378874,OUT049
DRK37,2959.132260675009,OUT013
DRH49,1517.6258230040496,OUT045
FDT58,2536.2556459108564,OUT013
FDD41,1617.5414044718468,OUT018
FDP40,1775.7997063427088,OUT018
FDM51,3179.8185315595324,OUT027
FDO45,-363.6816709000252,OUT010
FDW33,-263.56090394828266,OUT010
FDY24,895.5153865830907,OUT045
FDB10,1831.1415367556515,OUT010
FDM40,2113.846028935008,OUT035
NCI06,2959.132260675009,OUT017
FDW12,451.32988869423514,OUT019
FDX48,4023.735844767516,OUT027
NCW05,3179.8185315595324,OUT027
FDX27,1581.2416465199278,OUT017
DRM37,2972.0721318898823,OUT045
FDA38,3970.0154357101815,OUT045
FDR36,755.8614137633333,OUT046
FDZ45,3006.2506082324253,OUT046
FDG05,2510.0239156726147,OUT017
FDK28,4324.82037233387,OUT013
FDV47,1563.3914983777422,OUT045
FDN21,2511.9909549282993,OUT045
FDP20,3237.5132701541943,OUT027
FDI35,2959.132260675009,OUT045
DRY23,755.8614137633333,OUT013
FDA56,1996.313606534061,OUT017
FDB09,1999.075804496742,OUT013
NCO26,3225.784773536201,OUT027
FDQ49,2502.4391910557733,OUT018
FDI52,3234.2434858718184,OUT027
FDZ44,3225.784773536201,OUT027
FDZ09,2511.9909549282993,OUT018
FDY03,1888.8072867408382,OUT049
NCG42,2018.5332552678121,OUT017
DRI13,4678.408159348235,OUT027
FDQ32,2010.368656737121,OUT013
FDW16,1579.1204493235464,OUT035
FDU27,755.8614137633333,OUT046
FDR28,609.2682204060146,OUT010
FDQ49,606.8121358599301,OUT010
FDS37,1937.8280332934717,OUT046
FDW26,3531.861301940161,OUT018
FDX12,3967.5809799206927,OUT018
NCP06,2477.9418028707987,OUT013
FDW45,498.5040335901942,OUT010
NCN30,1581.2416465199278,OUT049
FDN24,892.0520977890375,OUT049
NCL41,2323.6659766741236,OUT027
FDR02,-227.46889331925885,OUT019
FDD09,1026.8871332455728,OUT010
FDS33,-363.6816709000252,OUT010
FDU22,1988.3096480298043,OUT045
FDI53,2511.9909549282993,OUT013
DRH01,2918.953888554356,OUT049
FDX32,2167.3776970006984,OUT013
NCP30,755.8614137633333,OUT018
FDB60,2959.132260675009,OUT045
FDB14,1579.1204493235464,OUT049
NCP02,986.2180089838097,OUT035
FDJ10,2105.958533962548,OUT017
FDG34,1777.9129873285908,OUT046
NCB18,1573.3762057257304,OUT017
FDM16,1128.3256730382411,OUT049
FDW25,1517.6258230040496,OUT018
FDB35,-304.69627159946975,OUT010
DRN11,2349.395742671766,OUT013
FDF41,1831.1415367556515,OUT019
FDH16,1573.3762057257304,OUT045
NCQ50,3508.7011732651554,OUT018
DRH23,975.0616817094036,OUT018
DRJ37,2484.8950313279674,OUT013
DRJ24,4305.299031659011,OUT027
FDY16,2959.132260675009,OUT035
FDQ27,1638.9378183378874,OUT045
FDZ33,2470.6113196728425,OUT045
FDF29,2040.5947670018786,OUT045
FDA08,2511.9909549282993,OUT049
FDG31,1104.6805988056894,OUT046
FDE34,1026.8871332455728,OUT019
NCR30,2323.6659766741236,OUT027
FDV33,4008.567616015756,OUT035
DRZ24,1988.3096480298043,OUT018
NCL54,2895.461534859949,OUT035
FDR12,2893.0222417702767,OUT049
NCC54,3988.8858152576895,OUT046
DRN59,755.8614137633333,OUT013
FDX50,-150.2493324227967,OUT019
FDV31,4305.299031659011,OUT027
NCA29,4253.697839047378,OUT027
FDW60,2929.7710603271025,OUT049
FDX08,2959.132260675009,OUT017
DRD49,4181.6453475840835,OUT013
FDD33,3534.5832824985946,OUT046
FDW35,755.8614137633333,OUT013
FDJ36,1590.9644971223943,OUT017
FDV51,2529.0319158295697,OUT035
FDW36,1638.9378183378874,OUT046
FDH35,2511.9909549282993,OUT046
NCS30,3272.8101825296853,OUT027
FDN49,755.8614137633333,OUT017
FDL08,4006.4700369286675,OUT018
FDI09,4313.04451159848,OUT013
FDP19,2018.5332552678121,OUT018
FDU21,-1023.6252724125875,OUT010
NCP41,1661.4201170819545,OUT045
FDY10,1886.5807556020416,OUT013
FDP12,755.8614137633333,OUT018
NCN26,1937.8280332934717,OUT049
FDK44,2912.6321095554863,OUT013
FDC28,1691.9708894535295,OUT049
FDJ41,4752.199309969541,OUT027
NCT29,1999.075804496742,OUT035
NCH42,1831.1415367556515,OUT019
FDU60,2533.818180814046,OUT018
FDS02,2959.132260675009,OUT045
FDC51,1999.075804496742,OUT046
FDU03,2959.132260675009,OUT013
FDX39,3506.0625005936513,OUT045
NCY05,-1023.6252724125875,OUT010
NCL06,4752.199309969541,OUT027
FDD32,1354.6501136125685,OUT035
NCN41,1996.313606534061,OUT045
NCX53,2113.846028935008,OUT049
FDU57,560.5643978639015,OUT019
FDQ23,1611.4917511851475,OUT046
FDQ52,4008.567616015756,OUT045
FDC14,755.8614137633333,OUT045
FDY09,2929.7710603271025,OUT035
FDQ28,2502.4391910557733,OUT045
FDV25,3531.861301940161,OUT046
FDJ07,1937.8280332934717,OUT035
DRB25,1638.9378183378874,OUT049
FDK52,1831.1415367556515,OUT019
FDY52,2323.6659766741236,OUT027
FDB28,2972.0721318898823,OUT046
FDT36,755.8614137633333,OUT035
FDV25,3531.861301940161,OUT017
NCN07,3269.4593294768074,OUT027
FDC57,2959.132260675009,OUT017
FDQ03,3716.508348451819,OUT018
FDU23,2533.818180814046,OUT017
NCX41,3508.7011732651554,OUT035
NCD06,755.8614137633333,OUT035
FDW08,1642.945489264708,OUT045
NCU29,2408.2270029189394,OUT017
NCE06,2511.9909549282993,OUT013
FDV52,-4.893640362768211,OUT010
FDB02,2929.7710603271025,OUT017
NCR18,755.8614137633333,OUT045
FDK16,1581.2416465199278,OUT049
NCQ29,1831.1415367556515,OUT010
FDZ01,-265.4489076971112,OUT019
FDW27,2504.1722132423943,OUT035
FDD17,3756.637154437583,OUT018
FDW39,2929.7710603271025,OUT013
DRH59,1128.3256730382411,OUT045
FDS52,1585.1565622090584,OUT013
FDU40,4309.67894494272,OUT027
NCF54,2895.461534859949,OUT013
FDH46,1590.9644971223943,OUT045
NCP14,1607.8269478504494,OUT049
FDH50,2959.132260675009,OUT049
DRF15,588.6430052505447,OUT010
FDV27,3166.4724562733227,OUT027
NCJ06,1988.3096480298043,OUT049
FDN02,3235.83648184289,OUT018
FDQ51,755.8614137633333,OUT049
FDQ07,3531.861301940161,OUT017
FDS45,1638.9378183378874,OUT049
NCJ06,1990.746073046161,OUT045
FDD36,1949.368813727317,OUT035
FDY25,2959.132260675009,OUT045
FDU52,2498.1177286511106,OUT046
DRK47,3531.861301940161,OUT017
NCL30,2010.368656737121,OUT017
FDN22,4008.567616015756,OUT035
