Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDP12,2118.0,OUT027
DRF60,5174.0,OUT027
FDC09,1860.0,OUT035
FDF50,2864.0,OUT018
FDG28,4056.0,OUT035
NCE19,1002.0,OUT017
NCM53,-212.0,OUT010
NCN18,1858.0,OUT049
FDF32,3316.0,OUT035
FDF11,3860.0,OUT013
DRI59,3650.0,OUT049
NCG54,2828.0,OUT035
FDM44,1642.0,OUT046
FDT57,3464.0,OUT018
FDV24,2406.0,OUT046
FDI50,1752.0,OUT019
FDS09,1052.0,OUT035
NCC31,3894.0,OUT027
FDQ07,1596.0,OUT019
FDC22,3182.0,OUT017
FDZ56,2698.0,OUT046
FDZ40,-996.0,OUT019
FDS46,3394.0,OUT027
DRD24,2176.0,OUT045
FDV45,3114.0,OUT017
FDL26,2416.0,OUT045
FDA56,1708.0,OUT018
FDN27,1898.0,OUT046
FDM20,3974.0,OUT049
FDO16,1474.0,OUT017
FDL03,3304.0,OUT035
FDE58,1878.0,OUT046
FDI02,3282.0,OUT027
NCC55,-1268.0,OUT019
FDR03,3032.0,OUT018
FDB14,1638.0,OUT017
FDR45,3840.0,OUT013
NCN07,2170.0,OUT017
FDM51,-200.0,OUT019
FDT52,5362.0,OUT027
FDL26,2454.0,OUT046
NCZ42,3758.0,OUT046
DRI47,420.0,OUT019
FDW40,2312.0,OUT013
FDN34,2726.0,OUT046
FDS01,3004.0,OUT035
NCG55,1784.0,OUT045
FDC11,1560.0,OUT035
FDX35,3342.0,OUT018
NCB06,2518.0,OUT046
FDR09,2196.0,OUT019
FDC53,1690.0,OUT017
FDY45,4052.0,OUT013
FDA22,750.0,OUT010
FDE02,1692.0,OUT035
FDW21,1624.0,OUT045
FDV34,1254.0,OUT046
FDS59,1898.0,OUT049
NCW17,2138.0,OUT017
NCK54,1862.0,OUT046
FDG17,2004.0,OUT019
FDG35,2898.0,OUT017
FDD08,-1266.0,OUT010
NCO07,3442.0,OUT017
FDJ10,368.0,OUT010
FDW36,1790.0,OUT017
FDW21,-244.0,OUT010
FDY19,2006.0,OUT017
DRE03,808.0,OUT013
NCC55,726.0,OUT049
FDH52,-830.0,OUT010
FDO09,4314.0,OUT017
FDU43,3760.0,OUT045
FDX09,858.0,OUT010
FDH40,-516.0,OUT019
FDW58,1802.0,OUT017
FDC47,3690.0,OUT017
NCR41,1668.0,OUT035
DRG49,4012.0,OUT035
FDC52,3926.0,OUT027
FDY13,1226.0,OUT046
FDY35,816.0,OUT013
FDI35,3002.0,OUT017
NCU18,2330.0,OUT049
FDY33,2278.0,OUT018
FDC15,3934.0,OUT027
FDU01,3094.0,OUT049
NCU42,2678.0,OUT046
NCV29,2524.0,OUT018
NCY30,2990.0,OUT017
FDQ46,1898.0,OUT049
FDG58,3934.0,OUT027
FDK33,3494.0,OUT017
NCD07,1776.0,OUT045
NCX29,3722.0,OUT027
NCT42,2376.0,OUT013
DRN59,916.0,OUT035
FDI44,1440.0,OUT035
FDA45,2906.0,OUT049
FDP31,1036.0,OUT045
FDY01,1866.0,OUT046
FDT09,1896.0,OUT018
DRH03,2966.0,OUT027
FDA36,2702.0,OUT018
NCF31,2530.0,OUT017
FDG14,2554.0,OUT049
FDG28,5370.0,OUT027
FDU14,4054.0,OUT049
FDY47,236.0,OUT019
FDI56,1562.0,OUT049
DRD01,988.0,OUT013
FDM22,950.0,OUT046
FDH33,732.0,OUT013
DRZ24,1912.0,OUT013
NCQ38,1674.0,OUT046
FDO16,2826.0,OUT027
FDU07,3830.0,OUT027
NCB07,3076.0,OUT013
FDU48,2052.0,OUT045
NCM43,2548.0,OUT045
FDR31,428.0,OUT010
DRK49,410.0,OUT018
NCI30,1908.0,OUT010
DRD60,2978.0,OUT017
NCG19,3670.0,OUT046
FDH12,1852.0,OUT035
FDM32,1652.0,OUT035
FDM27,2668.0,OUT035
NCU53,4058.0,OUT027
NCQ18,1558.0,OUT046
FDS10,2876.0,OUT013
FDB33,3966.0,OUT027
FDI12,1456.0,OUT013
NCW42,3500.0,OUT013
NCC06,1758.0,OUT018
FDW02,2178.0,OUT017
NCD43,1778.0,OUT017
FDM57,1110.0,OUT018
FDA58,3850.0,OUT017
FDK56,2926.0,OUT046
FDP52,3632.0,OUT045
FDW20,1714.0,OUT018
FDS52,1734.0,OUT049
NCT29,1616.0,OUT018
NCL54,2800.0,OUT013
FDC05,3112.0,OUT045
FDF34,3332.0,OUT035
FDP03,3482.0,OUT027
FDD32,-528.0,OUT010
FDZ10,1976.0,OUT045
FDZ40,1068.0,OUT035
FDD51,452.0,OUT018
NCY30,936.0,OUT019
FDP58,3546.0,OUT017
FDV49,4290.0,OUT017
FDY24,-1016.0,OUT019
NCO55,1802.0,OUT017
FDR13,2034.0,OUT017
FDS51,1138.0,OUT017
FDP26,1616.0,OUT045
NCB54,3494.0,OUT027
FDF32,3234.0,OUT017
FDN31,2722.0,OUT018
DRM48,702.0,OUT017
FDN20,2790.0,OUT049
DRL01,3706.0,OUT046
FDV56,1874.0,OUT049
DRH13,3178.0,OUT027
FDA03,2474.0,OUT017
FDF47,4986.0,OUT027
FDX32,2366.0,OUT046
FDX57,1698.0,OUT049
NCA30,2920.0,OUT045
FDO49,900.0,OUT013
FDL04,-224.0,OUT019
DRM48,772.0,OUT035
FDR16,3424.0,OUT013
NCC19,2746.0,OUT018
NCE42,3640.0,OUT045
FDY24,1050.0,OUT017
FDH19,2890.0,OUT049
FDJ46,2788.0,OUT013
FDN45,1606.0,OUT010
FDY08,2416.0,OUT035
FDZ37,1616.0,OUT035
NCT30,704.0,OUT045
DRY23,448.0,OUT018
NCZ30,1656.0,OUT018
FDC44,1520.0,OUT018
FDB45,1852.0,OUT035
FDY04,2664.0,OUT013
FDM27,2570.0,OUT046
FDZ43,3962.0,OUT017
FDT39,560.0,OUT019
NCC06,112.0,OUT019
FDL15,3902.0,OUT027
FDL57,4214.0,OUT017
FDU08,1602.0,OUT046
FDK40,4290.0,OUT017
FDQ12,1708.0,OUT010
FDS48,2526.0,OUT017
FDP09,3300.0,OUT045
FDW21,1754.0,OUT049
FDY25,3044.0,OUT035
DRE13,1494.0,OUT017
FDV43,-1184.0,OUT019
FDD22,1732.0,OUT045
FDM46,-436.0,OUT019
NCO30,996.0,OUT010
FDM25,2802.0,OUT046
NCN41,2042.0,OUT049
FDU24,1476.0,OUT045
FDZ50,2954.0,OUT046
FDP45,4044.0,OUT013
NCM54,1936.0,OUT045
FDW10,880.0,OUT019
FDP20,2158.0,OUT017
FDK32,2450.0,OUT046
FDN52,1550.0,OUT049
FDM58,1760.0,OUT045
FDZ46,3230.0,OUT027
NCA18,1578.0,OUT018
FDD35,1962.0,OUT046
NCK31,972.0,OUT035
FDI40,3098.0,OUT027
FDT50,-300.0,OUT019
NCT06,2598.0,OUT046
FDT31,3148.0,OUT035
FDT45,982.0,OUT049
FDT13,2920.0,OUT045
FDO50,1408.0,OUT045
NCU18,296.0,OUT010
NCR54,3158.0,OUT049
NCO18,2532.0,OUT018
FDU09,916.0,OUT045
FDT13,2706.0,OUT018
FDE09,1814.0,OUT046
NCK53,-292.0,OUT019
FDG45,3478.0,OUT049
DRH15,896.0,OUT035
FDO21,1700.0,OUT019
FDD14,4354.0,OUT027
FDC09,1702.0,OUT046
FDH45,2214.0,OUT027
FDV32,1066.0,OUT046
FDG12,2124.0,OUT035
FDS32,2308.0,OUT013
NCL55,3660.0,OUT018
DRE01,3972.0,OUT035
DRE15,1350.0,OUT049
NCL42,3816.0,OUT045
FDP31,1096.0,OUT013
FDN33,1266.0,OUT018
FDZ59,2658.0,OUT046
FDE45,916.0,OUT010
FDJ07,1940.0,OUT013
FDQ45,2702.0,OUT018
FDM33,4914.0,OUT027
FDO15,-634.0,OUT010
FDM46,1508.0,OUT013
FDR03,3248.0,OUT045
FDY49,2418.0,OUT018
FDQ60,1880.0,OUT045
FDW10,2894.0,OUT049
FDO51,898.0,OUT049
FDJ40,1516.0,OUT018
FDS20,2620.0,OUT018
FDU45,1880.0,OUT013
FDV02,2852.0,OUT035
FDN09,3834.0,OUT046
NCM55,4384.0,OUT027
FDN23,2072.0,OUT018
FDY31,402.0,OUT010
FDW03,-154.0,OUT010
FDD14,2886.0,OUT046
FDV23,2118.0,OUT017
DRI03,2728.0,OUT045
FDN13,1744.0,OUT035
FDF45,2490.0,OUT027
FDU46,1628.0,OUT035
FDB57,3662.0,OUT049
FDV12,1742.0,OUT049
FDQ58,2448.0,OUT013
NCA18,1946.0,OUT017
FDH52,1150.0,OUT049
FDM24,2156.0,OUT018
NCP43,4306.0,OUT027
NCO18,888.0,OUT019
FDM32,1594.0,OUT017
NCL07,738.0,OUT017
FDK03,4064.0,OUT013
FDP59,1794.0,OUT017
FDQ24,4054.0,OUT049
FDQ16,1486.0,OUT018
FDU44,2624.0,OUT013
FDH28,-1244.0,OUT010
FDV28,-1284.0,OUT019
FDM22,880.0,OUT045
FDR56,3138.0,OUT046
FDV39,3230.0,OUT049
FDU37,-568.0,OUT019
FDQ11,2174.0,OUT010
FDX02,3476.0,OUT045
NCS42,1194.0,OUT018
FDY57,3010.0,OUT027
FDB21,3906.0,OUT049
FDE28,3770.0,OUT017
FDQ55,1978.0,OUT017
FDA48,3610.0,OUT049
FDZ19,2708.0,OUT045
NCC43,3896.0,OUT045
NCV18,1298.0,OUT046
NCA42,2236.0,OUT018
FDY45,4050.0,OUT046
NCC30,2760.0,OUT045
FDM57,1452.0,OUT013
FDL09,742.0,OUT010
FDB09,3450.0,OUT027
FDT44,2060.0,OUT035
NCT06,4042.0,OUT027
FDX26,3002.0,OUT049
FDK32,2508.0,OUT013
DRA12,2270.0,OUT046
FDO46,1114.0,OUT010
FDE52,1480.0,OUT013
NCH42,3560.0,OUT045
FDV08,884.0,OUT035
FDB47,3058.0,OUT018
FDC28,-142.0,OUT010
FDD22,1822.0,OUT046
FDS07,3294.0,OUT027
DRI13,3364.0,OUT045
FDG32,3224.0,OUT018
FDU14,4066.0,OUT017
FDD28,-924.0,OUT019
NCP41,1854.0,OUT017
FDS08,2886.0,OUT049
FDX47,2496.0,OUT045
FDC53,-260.0,OUT019
FDQ19,4020.0,OUT035
FDL14,2456.0,OUT045
FDM33,1588.0,OUT019
FDA51,1780.0,OUT045
FDZ27,550.0,OUT018
FDT04,690.0,OUT046
DRC13,2130.0,OUT049
FDR16,4878.0,OUT027
FDQ03,5218.0,OUT027
FDE38,2836.0,OUT035
DRH23,2358.0,OUT027
FDT11,1128.0,OUT019
FDD09,3024.0,OUT035
FDR40,1312.0,OUT045
FDX07,3066.0,OUT017
FDR07,1720.0,OUT035
FDA51,1966.0,OUT017
FDT59,1756.0,OUT019
FDF20,3210.0,OUT017
FDR13,1832.0,OUT045
FDY26,3470.0,OUT049
FDW04,2230.0,OUT017
FDK52,3694.0,OUT017
FDN60,2594.0,OUT049
FDM09,844.0,OUT019
FDP46,1522.0,OUT049
FDB50,-644.0,OUT019
NCQ29,4146.0,OUT049
FDP16,5330.0,OUT027
FDX33,2318.0,OUT018
FDP07,1178.0,OUT010
FDN22,3986.0,OUT046
FDF39,4266.0,OUT049
FDS21,1158.0,OUT017
NCM42,1736.0,OUT013
FDK50,712.0,OUT019
DRF13,3786.0,OUT027
FDH35,2330.0,OUT018
FDP60,1328.0,OUT018
DRJ49,3526.0,OUT027
NCT42,452.0,OUT019
FDE38,2774.0,OUT049
FDI04,3286.0,OUT049
NCH54,2424.0,OUT045
FDT56,1102.0,OUT049
DRD15,3382.0,OUT018
FDV58,3096.0,OUT013
FDP21,3118.0,OUT049
FDH05,3740.0,OUT013
FDR10,4034.0,OUT027
NCP06,2296.0,OUT045
FDF33,1826.0,OUT049
DRK37,3004.0,OUT013
DRH49,1288.0,OUT045
FDT58,2688.0,OUT013
FDD41,1442.0,OUT018
FDP40,1548.0,OUT018
FDM51,3138.0,OUT027
FDO45,-476.0,OUT010
FDW33,-220.0,OUT010
FDY24,884.0,OUT045
FDB10,1830.0,OUT010
FDM40,2404.0,OUT035
NCI06,2962.0,OUT017
FDW12,436.0,OUT019
FDX48,3962.0,OUT027
NCW05,3130.0,OUT027
FDX27,1674.0,OUT017
DRM37,3060.0,OUT045
FDA38,3768.0,OUT045
FDR36,710.0,OUT046
FDZ45,3150.0,OUT046
FDG05,2670.0,OUT017
FDK28,4112.0,OUT013
FDV47,1332.0,OUT045
FDN21,2488.0,OUT045
FDP20,3490.0,OUT027
FDI35,2832.0,OUT045
DRY23,776.0,OUT013
FDA56,2090.0,OUT017
FDB09,2000.0,OUT013
NCO26,3302.0,OUT027
FDQ49,2256.0,OUT018
FDI52,3406.0,OUT027
FDZ44,3342.0,OUT027
FDZ09,2328.0,OUT018
FDY03,1950.0,OUT049
NCG42,2162.0,OUT017
DRI13,4894.0,OUT027
FDQ32,2080.0,OUT013
FDW16,1676.0,OUT035
FDU27,802.0,OUT046
FDR28,718.0,OUT010
FDQ49,638.0,OUT010
FDS37,1874.0,OUT046
FDW26,3242.0,OUT018
FDX12,3576.0,OUT018
NCP06,2404.0,OUT013
FDW45,398.0,OUT010
NCN30,1610.0,OUT049
FDN24,974.0,OUT049
NCL41,1994.0,OUT027
FDR02,-124.0,OUT019
FDD09,962.0,OUT010
FDS33,-470.0,OUT010
FDU22,1852.0,OUT045
FDI53,2640.0,OUT013
DRH01,2866.0,OUT049
FDX32,2340.0,OUT013
NCP30,372.0,OUT018
FDB60,3056.0,OUT045
FDB14,1638.0,OUT049
NCP02,1100.0,OUT035
FDJ10,2382.0,OUT017
FDG34,1818.0,OUT046
NCB18,1506.0,OUT017
FDM16,1358.0,OUT049
FDW25,1100.0,OUT018
FDB35,-408.0,OUT010
DRN11,2280.0,OUT013
FDF41,1996.0,OUT019
FDH16,1376.0,OUT045
NCQ50,3060.0,OUT018
DRH23,632.0,OUT018
DRJ37,2436.0,OUT013
DRJ24,4358.0,OUT027
FDY16,3100.0,OUT035
FDQ27,1680.0,OUT045
FDZ33,2304.0,OUT045
FDF29,2088.0,OUT045
FDA08,2738.0,OUT049
FDG31,1070.0,OUT046
FDE34,1016.0,OUT019
NCR30,2626.0,OUT027
FDV33,4284.0,OUT035
DRZ24,1638.0,OUT018
NCL54,2884.0,OUT035
FDR12,2894.0,OUT049
NCC54,3782.0,OUT046
DRN59,780.0,OUT013
FDX50,-132.0,OUT019
FDV31,4274.0,OUT027
NCA29,4176.0,OUT027
FDW60,2962.0,OUT049
FDX08,3018.0,OUT017
DRD49,3728.0,OUT013
FDD33,3646.0,OUT046
FDW35,756.0,OUT013
FDJ36,1794.0,OUT017
FDV51,2812.0,OUT035
FDW36,1718.0,OUT046
FDH35,2626.0,OUT046
NCS30,3510.0,OUT027
FDN49,786.0,OUT017
FDL08,3612.0,OUT018
FDI09,3844.0,OUT013
FDP19,1774.0,OUT018
FDU21,-1318.0,OUT010
NCP41,1656.0,OUT045
FDY10,1840.0,OUT013
FDP12,390.0,OUT018
NCN26,1946.0,OUT049
FDK44,2784.0,OUT013
FDC28,1858.0,OUT049
FDJ41,5614.0,OUT027
NCT29,2112.0,OUT035
NCH42,1692.0,OUT019
FDU60,2416.0,OUT018
FDS02,3028.0,OUT045
FDC51,2026.0,OUT046
FDU03,2956.0,OUT013
FDX39,3336.0,OUT045
NCY05,-1324.0,OUT010
NCL06,5522.0,OUT027
FDD32,1500.0,OUT035
NCN41,1880.0,OUT045
NCX53,2338.0,OUT049
FDU57,516.0,OUT019
FDQ23,1690.0,OUT046
FDQ52,3860.0,OUT045
FDC14,664.0,OUT045
FDY09,2976.0,OUT035
FDQ28,2472.0,OUT045
FDV25,3506.0,OUT046
FDJ07,2040.0,OUT035
DRB25,1790.0,OUT049
FDK52,1656.0,OUT019
FDY52,2502.0,OUT027
FDB28,3134.0,OUT046
FDT36,772.0,OUT035
FDV25,3634.0,OUT017
NCN07,3514.0,OUT027
FDC57,3214.0,OUT017
FDQ03,3498.0,OUT018
FDU23,2778.0,OUT017
NCX41,3504.0,OUT035
NCD06,908.0,OUT035
FDW08,1640.0,OUT045
NCU29,2410.0,OUT017
NCE06,2560.0,OUT013
FDV52,-16.0,OUT010
FDB02,2966.0,OUT017
NCR18,648.0,OUT045
FDK16,1626.0,OUT049
NCQ29,2116.0,OUT010
FDZ01,-176.0,OUT019
FDW27,2684.0,OUT035
FDD17,3492.0,OUT018
FDW39,2880.0,OUT013
DRH59,1112.0,OUT045
FDS52,1680.0,OUT013
FDU40,4550.0,OUT027
NCF54,2760.0,OUT013
FDH46,1644.0,OUT045
NCP14,1734.0,OUT049
FDH50,3074.0,OUT049
DRF15,514.0,OUT010
FDV27,2914.0,OUT027
NCJ06,2002.0,OUT049
FDN02,2974.0,OUT018
FDQ51,918.0,OUT049
FDQ07,3666.0,OUT017
FDS45,1842.0,OUT049
NCJ06,1856.0,OUT045
FDD36,2052.0,OUT035
FDY25,2848.0,OUT045
FDU52,2470.0,OUT046
DRK47,3690.0,OUT017
NCL30,2138.0,OUT017
FDN22,4156.0,OUT035
NCF30,3430.0,OUT027
FDK03,4244.0,OUT035
FDT45,1026.0,OUT017
NCC54,5202.0,OUT027
FDP08,2844.0,OUT018
FDU44,2638.0,OUT046
DRG39,1028.0,OUT035
FDU32,2066.0,OUT049
FDY27,2938.0,OUT049
NCP54,1976.0,OUT013
NCZ41,2094.0,OUT049
DRL49,2304.0,OUT013
FDI05,998.0,OUT018
FDY56,3560.0,OUT045
DRC13,2060.0,OUT013
NCV29,2946.0,OUT017
FDR24,1578.0,OUT049
FDZ34,2760.0,OUT018
FDP37,2168.0,OUT035
FDX08,4330.0,OUT027
FDS57,2188.0,OUT045
NCG18,1730.0,OUT049
FDK25,2430.0,OUT018
FDH53,1462.0,OUT049
DRI59,3240.0,OUT018
FDA52,2838.0,OUT046
FDT20,-1262.0,OUT010
FDE36,732.0,OUT019
FDI24,2886.0,OUT017
FDB28,2878.0,OUT018
FDV11,2958.0,OUT017
FDP01,2490.0,OUT046
FDD34,4034.0,OUT027
FDJ50,2326.0,OUT027
FDZ44,1936.0,OUT013
DRO59,1384.0,OUT035
DRB48,636.0,OUT045
FDR21,2504.0,OUT018
NCE42,1772.0,OUT010
FDO23,1494.0,OUT046
NCE30,3046.0,OUT018
FDQ22,812.0,OUT035
FDY01,1812.0,OUT045
FDS08,2942.0,OUT017
FDG28,3664.0,OUT018
FDQ51,578.0,OUT018
FDB05,4050.0,OUT017
FDO56,2014.0,OUT049
FDE02,1214.0,OUT018
FDN45,3626.0,OUT017
FDS09,884.0,OUT013
NCA54,2578.0,OUT018
FDP09,1450.0,OUT010
FDC53,1552.0,OUT045
NCM55,3042.0,OUT017
FDL09,2434.0,OUT018
FDA11,-388.0,OUT019
FDA50,1464.0,OUT045
FDC23,2962.0,OUT017
FDE22,2638.0,OUT049
FDD23,3010.0,OUT046
NCA29,2826.0,OUT049
FDK38,2350.0,OUT046
DRC13,1982.0,OUT046
NCP43,2922.0,OUT049
FDX28,1698.0,OUT049
FDF08,1594.0,OUT049
FDZ33,2378.0,OUT046
FDD10,2974.0,OUT049
FDO58,2698.0,OUT017
FDI50,3798.0,OUT017
FDO58,2576.0,OUT045
FDX08,2912.0,OUT013
NCK17,-1252.0,OUT010
FDF39,4344.0,OUT035
FDU45,-76.0,OUT010
NCJ18,1560.0,OUT018
DRC27,1972.0,OUT019
DRC25,1536.0,OUT035
FDU59,2716.0,OUT035
FDU28,3204.0,OUT035
NCP30,670.0,OUT046
FDB39,644.0,OUT018
FDE41,1472.0,OUT013
DRH11,-1006.0,OUT010
FDA58,3664.0,OUT045
FDU50,1894.0,OUT046
FDM34,2100.0,OUT013
FDM44,3102.0,OUT027
FDR39,2848.0,OUT045
FDM25,2772.0,OUT045
FDQ49,2630.0,OUT049
DRH25,586.0,OUT018
FDM09,4202.0,OUT027
FDL44,684.0,OUT019
NCR42,262.0,OUT018
DRL59,870.0,OUT046
FDX43,2704.0,OUT013
DRK47,1646.0,OUT010
FDU48,1828.0,OUT018
FDY12,804.0,OUT045
NCN43,1670.0,OUT018
NCM55,2614.0,OUT018
FDQ21,3422.0,OUT027
FDX13,4132.0,OUT035
NCK30,5422.0,OUT027
FDG20,2910.0,OUT049
DRG27,770.0,OUT017
FDY14,3894.0,OUT018
FDP59,1852.0,OUT035
FDU60,2834.0,OUT017
NCC18,768.0,OUT019
DRJ39,3550.0,OUT017
FDS07,1914.0,OUT049
FDM08,5010.0,OUT027
FDP51,1904.0,OUT045
FDU16,1532.0,OUT035
FDH12,1740.0,OUT013
DRE48,1182.0,OUT010
NCL42,5286.0,OUT027
FDR21,2760.0,OUT045
NCW29,2244.0,OUT035
FDO11,4032.0,OUT013
NCM31,2326.0,OUT049
FDV35,552.0,OUT019
FDF58,1138.0,OUT017
NCE43,2754.0,OUT049
FDA02,2500.0,OUT035
DRL37,-1188.0,OUT010
FDR24,1238.0,OUT018
FDW59,1454.0,OUT049
FDS22,902.0,OUT049
FDW24,950.0,OUT017
FDU24,1716.0,OUT035
FDA21,4414.0,OUT027
FDH58,3334.0,OUT027
FDW36,1400.0,OUT018
FDI45,4206.0,OUT027
FDU01,2706.0,OUT018
FDF35,3190.0,OUT027
FDU43,1892.0,OUT019
FDE24,388.0,OUT019
FDK50,2702.0,OUT049
FDG31,984.0,OUT045
FDC60,1436.0,OUT045
FDL36,1488.0,OUT013
FDP21,3084.0,OUT013
FDW16,1448.0,OUT045
FDX02,3666.0,OUT017
FDQ58,3918.0,OUT027
FDT51,1830.0,OUT046
FDD59,1426.0,OUT049
NCM42,1460.0,OUT018
FDA57,410.0,OUT018
FDZ48,1956.0,OUT035
FDE46,2376.0,OUT045
NCZ30,20.0,OUT019
FDB56,3138.0,OUT017
FDA25,3174.0,OUT027
FDD20,2032.0,OUT013
FDL25,1552.0,OUT013
NCO18,2890.0,OUT049
FDJ45,706.0,OUT017
FDR12,2916.0,OUT035
NCF19,-1152.0,OUT010
FDK25,2670.0,OUT046
NCR17,1814.0,OUT046
FDC52,2474.0,OUT046
NCA54,2966.0,OUT017
FDR45,1870.0,OUT010
NCM19,1898.0,OUT049
FDF39,5654.0,OUT027
FDX23,1670.0,OUT049
FDD58,3058.0,OUT027
FDX28,1640.0,OUT013
NCD31,2596.0,OUT013
FDU57,2162.0,OUT018
FDI27,814.0,OUT046
NCM42,1722.0,OUT046
FDD32,2814.0,OUT027
FDI34,3684.0,OUT013
NCM29,2162.0,OUT049
